word	start_time	end_time
Anything.	115.2	116.4
We	116.4	116.6
might	116.6	116.7
have	116.7	116.9
heard	116.9	117.0
of	117.0	117.1
Home	119.6	120.3
is	120.3	120.4
never	120.4	120.6
far	120.6	120.9
away.	120.9	122.6
I	122.6	132.1
couldn't	132.1	132.4
come	132.4	132.6
up	132.6	132.7
with	132.7	132.9
anything	132.9	133.2
good.	133.2	133.4
So	133.4	134.0
they	134.0	134.4
fired	134.4	134.6
me	134.6	135.0
bummer.	135.0	136.0
I	138.9	139.3
was	139.3	139.5
just	139.5	139.6
thinking	139.6	141.8
and	141.8	142.9
hoping	142.9	143.8
that,	143.8	144.3
Maybe	145.5	146.0
you'd	146.0	146.1
want	146.1	146.2
to	146.2	146.3
get	146.3	146.4
back	146.4	146.7
together.	146.7	146.8
Know	148.1	148.6
what	148.6	148.9
they	148.9	149.1
think	149.1	151.7
about	151.7	151.8
it.	151.8	152.3
Okay,	153.6	154.2
no,	154.2	155.4
but	155.4	155.7
thanks.	155.7	156.0
okay,	160.0	160.6
see	160.6	162.8
if	162.8	162.9
he's	162.9	163.3
Wow,	167.1	167.6
that	167.6	168.4
was	168.4	168.5
kind	168.5	168.7
of	168.7	168.8
brutal.	168.8	168.9
Send	171.4	171.6
to	171.6	171.7
all	171.7	171.9
of	171.9	172.0
you,	172.0	172.2
all	172.2	172.4
right?	172.4	172.5
Once	172.5	172.9
you	172.9	173.1
once	173.1	173.8
you	173.8	174.0
betray	174.0	174.4
me,	174.4	174.5
I	174.5	174.7
become	174.7	175.1
like	175.1	175.3
the	175.3	175.4
ice	175.4	175.6
woman,	175.6	176.1
you	176.1	176.3
know,	176.3	176.4
I'm	176.4	176.7
very	176.7	178.3
cold,	178.3	178.6
hard	178.6	179.6
unyielding	179.6	180.6
and	180.6	181.5
I	181.5	181.6
was	181.6	181.8
nothing.	181.8	182.2
Nothing	182.2	182.6
can	182.6	182.9
penetrate	182.9	183.0
this	183.0	183.6
icy	183.6	184.0
exterior.	184.0	184.2
Have	184.2	185.4
a	185.4	185.5
tissue,	185.5	185.7
please.	185.7	186.0
Someone	193.3	193.8
in	193.8	193.9
there.	193.9	194.0
No,	195.5	196.0
this	196.0	196.7
is	196.7	196.9
just	196.9	197.1
part	197.1	197.2
of	197.2	197.3
a	197.3	197.3
daredevil	197.3	197.6
game	197.6	198.0
that	198.0	198.1
I	198.1	198.2
played	198.2	198.3
call	198.3	198.7
wait	198.7	199.0
until	199.0	199.2
the	199.2	199.3
last	199.3	199.3
moment	199.3	199.7
before	199.7	200.0
I	200.0	200.3
first	200.3	200.8
and	200.8	200.9
die.	200.9	201.2
Could	202.5	203.4
you	203.4	203.5
pull	203.5	204.0
up	204.0	204.2
by?	204.2	204.5
So	206.2	206.6
what	206.6	206.7
did	206.7	207.2
you	207.2	207.3
do?	207.3	207.4
Did	207.4	208.0
you	208.0	208.1
fall	208.1	208.4
high	208.4	208.7
and	208.7	210.6
was	210.6	210.8
in	210.8	210.9
the	210.9	210.9
ladies	210.9	211.1
room?	211.1	211.3
I	211.3	211.5
couldn't	211.5	211.8
wait	211.8	212.1
for	212.1	213.8
you	213.8	213.9
though.	213.9	214.1
You	217.0	217.3
want	217.3	217.5
to	217.5	217.7
go	217.7	218.5
ahead?	218.5	219.4
I'm	219.4	219.6
talking	219.6	220.2
to	220.2	220.4
is	223.1	223.5
the	223.5	223.5
part	223.5	223.7
where	223.7	223.8
you	223.8	223.9
say	223.9	224.1
your	224.1	224.2
name?	224.2	224.3
We	232.4	232.8
have	232.8	232.9
to	232.9	233.1
use	233.1	233.2
the	233.2	233.3
bathroom.	233.3	233.4
I	233.4	236.4
just	236.4	236.7
I'd	236.7	237.1
rather	237.1	237.4
talk	237.4	238.0
to	238.0	238.2
you.	238.2	238.4
Yes,	239.5	240.0
I	240.0	240.2
do.	240.2	240.3
Yes,	240.3	242.1
I	242.1	242.3
do	242.3	242.5
have	242.5	242.7
to	242.7	242.8
go	242.8	242.9
to	242.9	243.0
the	243.0	243.1
bathroom.	243.1	243.4
Chandler.	248.7	249.4
I	249.4	249.9
can't	249.9	250.2
make	250.2	250.4
it.	250.4	250.5
He	250.5	250.7
said	250.7	250.9
he	250.9	250.9
had	250.9	251.1
to	251.1	251.2
go	251.2	251.3
back	251.3	251.5
to	251.5	251.7
his	251.7	251.9
job	251.9	252.6
and	252.6	252.9
do	252.9	253.1
what?	253.1	253.4
Joey.	259.2	259.7
Tribbiani.	259.7	259.9
Joey,	266.5	267.0
I	267.0	267.1
can	267.1	267.4
see	267.4	267.6
you.	267.6	267.8
Okay,	267.8	268.2
you're	268.2	268.9
hiding	268.9	269.2
behind	269.2	269.4
the	269.4	269.7
coats.	269.7	270.2
First	281.9	282.3
one.	282.3	282.5
Hi.	288.4	289.7
Hi	289.7	289.8
sweetie.	289.8	291.6
I	297.5	297.9
got	297.9	298.1
some	298.1	298.3
bad	298.3	298.5
news.	298.5	298.7
I	298.7	300.0
can	300.0	300.1
get	300.1	300.3
a	300.3	300.4
quick	300.4	300.6
bite	300.6	300.7
to	300.7	300.8
eat,	300.8	300.9
but	300.9	301.1
then	301.1	301.2
I'm	301.2	301.3
going	301.3	301.3
to	301.3	301.5
have	301.5	301.6
to	301.6	301.7
come	301.7	301.8
back	301.8	302.0
up	302.0	302.1
here.	302.1	302.3
Come	302.3	302.6
on,	302.6	302.8
sweetie.	302.8	303.4
You	303.4	303.5
probably	303.5	303.7
work	303.7	304.0
late	304.0	304.1
every	304.1	304.4
night	304.4	304.6
for	304.6	304.8
the	304.8	304.9
past	304.9	305.0
2	305.0	305.4
weeks.	305.4	305.6
What	305.6	306.1
is	306.1	306.2
it?	306.2	306.3
This	306.3	306.5
time	306.5	306.6
she	306.6	307.1
comes	307.1	309.7
first.	309.7	310.0
But	310.0	311.9
that's	311.9	312.2
sad	312.2	312.5
about	312.5	312.7
you	312.7	313.1
though,	313.1	313.3
what	313.3	313.6
happened?	313.6	314.4
What	314.4	314.8
happened	314.8	315.2
burnout	315.2	315.8
Bernal	315.8	316.7
out.	316.7	317.2
Did	317.2	317.6
you?	317.6	317.8
I	319.9	320.0
know	320.0	320.3
he's	320.3	320.7
leaving	320.7	321.1
for	321.1	321.2
a	321.2	321.3
better	321.3	321.6
job.	321.6	321.7
That's	321.7	322.9
great.	322.9	323.3
So	323.3	323.5
I	323.5	323.6
guess	323.6	323.8
this	323.8	324.0
is	324.0	324.2
goodbye	324.2	325.2
then.	325.2	325.4
Okay	329.2	329.6
then.	329.6	329.8
Okay.	329.8	329.9
You're	329.9	332.8
Randy	332.8	333.0
here.	333.0	333.5
Yeah,	333.5	334.1
me	334.1	334.3
too.	334.3	334.5
You	360.1	360.6
know,	360.6	360.8
those	360.8	361.0
are	361.0	361.1
a	361.1	361.2
delicacy	361.2	361.6
in	361.6	361.8
India.	361.8	362.2
Yeah,	364.1	364.5
that	364.5	364.7
was	364.7	364.9
Leslie.	364.9	365.6
Calling	365.6	366.3
again	366.3	366.5
to	366.5	366.8
see	366.8	367.0
if	367.0	367.0
we	367.0	367.2
can	367.2	367.3
get	367.3	367.4
back	367.4	367.6
together.	367.6	367.8
Cut	367.8	368.2
the	368.2	368.3
20th	368.3	368.8
time	368.8	369.0
today	369.0	369.1
and	369.1	369.7
to	369.7	369.9
let	369.9	370.2
Leslie	370.2	370.6
Mr.	372.8	374.0
Hurt.	374.0	374.2
You	374.2	374.3
pretty	374.3	374.4
bad,	374.4	374.8
huh?	374.8	375.0
Well	375.0	375.7
yeah,	375.7	375.9
you	375.9	376.7
know,	376.7	376.8
we	376.8	376.9
were	376.9	377.0
best	377.0	377.3
friends	377.3	377.4
ever	377.4	378.6
since	378.6	378.7
we	378.7	378.9
were	378.9	379.1
little	379.1	379.1
our	379.1	379.4
mom's	379.4	379.7
worked	379.7	380.0
on	380.0	380.1
the	380.1	380.2
barge	380.2	380.5
together.	380.5	380.6
YouTube,	382.9	383.5
instrumental	383.5	384.0
cute	384.0	384.4
running	384.4	384.6
around	384.6	384.8
on	384.8	385.0
a	385.0	385.1
barge.	385.1	385.6
You	385.6	386.2
never	386.2	386.9
run	386.9	387.2
on	387.2	387.3
a	387.3	387.4
barge.	387.4	388.0
Text	390.8	391.4
Chandler	391.4	393.5
roof	393.5	393.9
at	393.9	394.2
the	394.2	395.8
coffee	395.8	396.2
house.	396.2	396.5
Ginger.	396.5	398.3
Something	398.3	398.8
No,	401.4	401.8
no.	401.8	401.9
Are	401.9	403.2
you	403.2	403.2
sure	403.2	403.4
it	403.4	403.5
wasn't	403.5	403.6
something	403.6	403.9
that	403.9	403.9
sounded	403.9	404.4
like,	404.4	404.7
ginger?	404.7	405.2
Like	405.2	405.6
ginger	405.6	406.6
ginger	406.6	406.7
Easter.	406.7	413.8
Oh	415.7	416.0
man.	416.0	416.7
That's	416.7	417.2
the	417.2	417.3
girl.	417.3	417.6
I	417.6	417.7
was	417.7	417.8
hiding	417.8	418.2
from	418.2	418.5
when	418.5	419.4
she	419.4	419.6
finds	419.6	419.9
out.	419.9	419.9
He's	419.9	420.1
my	420.1	420.2
room	420.2	420.5
and	420.5	420.7
she's	420.7	420.8
going	420.8	421.0
to	421.0	421.0
tell	421.0	421.3
him	421.3	421.4
what	421.4	421.5
I	421.5	421.6
did.	421.6	421.6
You	421.6	422.6
do.	422.6	422.8
I	426.6	426.9
can't	426.9	427.2
tell	427.2	427.4
you	427.4	427.5
that	427.5	427.6
it's	427.6	427.8
like	427.8	428.0
the	428.0	428.0
most	428.0	428.2
awful,	428.2	428.7
horrible	428.7	429.1
thing	429.1	429.4
I've	429.4	429.5
ever	429.5	429.6
done	429.6	429.7
in	429.7	430.0
my	430.0	430.0
whole	430.0	430.2
life.	430.2	430.6
Do	434.7	435.1
you	435.1	435.2
know	435.2	435.2
what	435.2	435.5
Goodfellas	435.5	436.2
who	436.2	436.7
does	436.7	436.8
Michael	436.8	437.0
trainer	437.0	437.3
gets	437.3	437.5
home?	437.5	437.6
Because	437.6	437.8
it'll	437.8	438.2
be	438.2	438.3
more	438.3	438.5
fun	438.5	438.6
that	438.6	438.8
way.	438.8	438.9
Okay	442.0	442.3
with	442.3	442.4
that	442.4	442.5
was	442.5	443.3
like	443.3	443.4
four	443.4	443.7
years	443.7	443.8
ago.	443.8	444.1
Okay,	444.1	445.0
Ginger.	445.0	445.4
And	445.4	445.6
I'd	445.6	445.7
gone	445.7	446.0
out	446.0	446.0
a	446.0	446.2
few	446.2	446.2
times	446.2	446.5
and	446.5	446.9
then	446.9	447.1
just	447.1	447.5
one	447.5	447.8
weekend,	447.8	448.2
we	448.2	448.3
went	448.3	448.5
up	448.5	448.6
to	448.6	448.7
her	448.7	448.9
dad's	448.9	449.2
cabin,	449.2	449.5
just	449.5	449.9
me	449.9	450.2
and	450.2	450.3
her,	450.3	450.5
and	450.5	450.9
her	450.9	451.5
annoying	451.5	452.0
little	452.0	452.1
dog	452.1	452.5
Pepper.	452.5	452.9
But	452.9	454.3
that	454.3	454.6
night	454.6	454.8
I	454.8	454.9
cooked	454.9	455.2
this	455.2	455.3
really	455.3	455.8
romantic	455.8	456.1
dinner	456.1	456.9
after	456.9	462.4
dinner.	462.4	462.7
I	462.7	466.5
woke	466.5	466.8
up	466.8	466.9
in	466.9	467.1
the	467.1	467.2
middle	467.2	467.3
of	467.3	467.4
the	467.4	467.5
night	467.5	467.8
and	467.8	467.9
I	467.9	468.0
saw	468.0	468.2
that	468.2	468.4
the	468.4	468.5
fire	468.5	468.9
was	468.9	469.1
dying	469.1	469.5
out,	469.5	469.7
so	469.7	470.0
I	470.0	470.9
picked	470.9	471.2
up	471.2	471.3
a	471.3	471.4
log	471.4	471.8
and	471.8	471.9
threw	471.9	472.1
it	472.1	472.2
on.	472.2	472.3
Or	475.2	475.5
at	475.5	475.6
least	475.6	475.7
what	475.7	475.9
I	475.9	476.0
thought	476.0	476.3
was	476.3	476.4
a	476.4	476.5
log.	476.5	476.8
I	480.7	481.0
wish.	481.0	481.5
I	484.2	484.7
guess,	484.7	484.9
another	484.9	485.2
thing	485.2	485.4
I	485.4	485.6
probably	485.6	486.5
should	486.5	486.9
have	486.9	486.9
told	486.9	487.0
you	487.0	487.3
about	487.3	487.3
gingers	487.3	487.8
that	487.8	488.1
she	488.1	488.3
kind	488.3	488.6
of	488.6	488.8
has	488.8	489.1
a	489.1	489.3
Artificial	491.2	492.0
leg.	492.0	492.3
My	498.8	499.0
God.	499.0	499.5
You	501.1	501.5
threw	501.5	501.8
it	501.8	501.8
on	501.8	501.9
the	501.9	502.1
Fire.	502.1	502.3
Pictures	503.7	504.6
of	504.6	504.7
freaks	504.7	505.3
out.	505.3	505.4
She	505.4	507.3
must	507.3	507.7
have	507.7	507.8
You	510.6	511.0
don't	511.0	511.3
know.	511.3	511.5
Well,	511.5	512.7
what	512.7	514.0
did	514.0	514.2
you	514.2	514.3
do	514.3	514.5
after	514.5	514.7
you	514.7	514.9
threw	514.9	515.2
her	515.2	515.3
leg	515.3	515.8
on	515.8	515.9
the	515.9	516.0
Fire?	516.0	516.4
Iron	518.0	518.7
Man.	518.7	519.1
Ran	521.1	521.8
through	521.8	522.6
the	522.6	522.7
woods	522.7	523.1
with	523.1	523.2
no	523.2	523.3
socks	523.3	523.7
on.	523.7	523.9
Well,	534.2	534.8
that's	534.8	535.9
the	535.9	536.0
best	536.0	536.2
kiss	536.2	536.5
I've	536.5	536.6
had	536.6	536.9
with	536.9	537.1
anybody.	537.1	537.4
I	537.4	537.6
met	537.6	537.8
in	537.8	537.8
the	537.8	537.9
men's	537.9	538.1
room.	538.1	538.3
Actually	540.3	540.9
me	540.9	541.1
too.	541.1	541.4
Putting	542.9	543.8
the	543.8	543.9
pedal	543.9	544.0
foot	544.0	544.4
all	544.4	544.7
in	544.7	544.8
the	544.8	545.0
damn	545.0	546.3
he	546.3	547.2
fat.	547.2	547.6
You're	547.6	557.3
not	557.3	557.4
what	557.4	557.8
are	557.8	557.9
you?	557.9	557.9
What	557.9	558.5
are	558.5	558.5
you	558.5	558.6
got	558.6	558.7
a	558.7	558.7
bionic	558.7	559.1
foot.	559.1	559.4
Maybe.	561.6	562.2
Oh	570.2	576.0
no.	576.0	576.2
No.	576.2	576.4
I'm	576.4	577.0
just	577.0	577.1
thinking	577.1	578.0
about	578.0	578.0
something	578.0	578.4
funny.	578.4	578.7
I	578.7	578.7
heard	578.7	579.1
today	579.1	579.2
mark	579.2	582.6
saying	582.6	582.9
I'll	582.9	583.1
see	583.1	583.3
you	583.3	583.4
Saturday.	583.4	584.0
If	585.0	585.5
I	585.5	588.5
told	588.5	588.7
you	588.7	588.8
that	588.8	588.9
last	588.9	589.1
week	589.1	589.3
you	589.3	589.6
said	589.6	589.7
you	589.7	589.9
didn't	589.9	590.1
mind,	590.1	590.5
it's	590.5	591.8
not	591.8	592.2
the	592.2	592.3
lecture	592.3	592.8
on	592.8	593.7
mind	593.7	594.1
going	594.1	597.3
with	597.3	597.4
Mark.	597.4	597.8
Well,	599.1	599.8
I	599.8	600.1
do	600.1	600.2
my	600.2	600.4
God.	600.4	601.2
Why	601.2	601.5
you're	601.5	604.5
not	604.5	604.5
working	604.5	604.8
with	604.8	605.0
him	605.0	605.3
anymore?	605.3	605.5
I	605.5	605.9
have	605.9	606.5
to	606.5	606.6
do	606.6	606.8
stuff	606.8	607.0
with	607.0	607.4
him.	607.4	607.6
Okay,	609.2	610.0
but	610.0	610.5
do	610.5	610.7
you	610.7	610.8
really	610.8	611.2
need	611.2	611.5
another	611.5	612.1
friend?	612.1	613.1
Okay	613.1	615.3
well	615.3	616.0
if	616.0	616.3
I	616.3	616.4
stop	616.4	616.7
playing	616.7	616.9
with	616.9	617.2
Joey	617.2	617.5
and	617.5	617.6
Chandler,	617.6	618.1
can	618.1	618.3
I	618.3	618.3
play	618.3	618.5
with	618.5	618.7
Mark?	618.7	619.1
Destiny.	620.3	621.1
Am	621.1	621.2
I	621.2	621.3
supposed	621.3	621.6
to	621.6	621.6
be	621.6	621.7
laughing?	621.7	622.1
I	622.1	623.0
don't	623.0	623.3
know.	623.3	623.6
You	623.6	623.8
thought	623.8	624.0
see	624.0	624.2
you	624.2	624.3
Saturday	624.3	624.9
was	624.9	625.1
funny....	625.1	627.0
Mark,	627.0	628.0
is	628.0	628.1
in	628.1	628.2
fashion,	628.2	628.6
okay?	628.6	629.0
I	629.0	629.2
like	629.2	629.5
having	629.5	629.7
a	629.7	629.8
friend	629.8	630.1
that	630.1	630.2
I	630.2	630.3
can	630.3	630.4
share	630.4	630.6
this	630.6	630.9
stuff	630.9	631.2
with	631.2	631.7
you	631.7	632.3
and	632.3	632.4
I	632.4	632.5
want	632.5	632.7
to	632.7	632.7
go	632.7	632.8
to	632.8	632.9
lecture	632.9	633.3
with	633.3	633.6
me.	633.6	633.8
I	637.0	637.3
would	637.3	637.6
love	637.6	637.9
to	637.9	638.2
go	638.2	638.3
with	638.3	638.5
you,	638.5	638.7
I	638.7	641.0
have	641.0	641.6
clothes,	641.6	642.1
I	642.1	642.7
even	642.7	643.2
pick	643.2	643.4
them	643.4	643.5
out.	643.5	643.7
I	643.7	644.3
mean,	644.3	644.5
for	644.5	644.8
for	644.8	645.2
all,	645.2	645.4
you	645.4	645.6
know,	645.6	645.8
I	645.8	646.0
could	646.0	646.1
be	646.1	646.2
a	646.2	646.4
fashion.	646.4	646.9
Monger.	648.3	649.0
Okay,	653.9	654.3
honey,	654.3	655.3
I	655.3	655.4
would	655.4	655.5
love	655.5	655.6
for	655.6	655.9
you	655.9	656.0
to	656.0	656.1
go	656.1	656.2
with	656.2	656.5
me.	656.5	656.6
What	659.7	660.1
should	660.1	660.2
I	660.2	660.2
wear	660.2	660.4
normal	660.4	660.6
nervous?	660.6	661.2
You	672.2	672.6
know,	672.6	672.7
they	672.7	672.7
say	672.7	672.8
a	672.8	673.0
watched	673.0	673.5
pot,	673.5	673.5
never	673.5	674.2
beeps.	674.2	674.7
