word	start_time	end_time
up	146.1	146.1
here.	146.1	146.3
They	146.3	146.7
can	146.7	146.9
never	146.9	147.0
get	147.0	147.2
a	147.2	147.3
woman	147.3	147.5
like	147.5	147.6
that	147.6	147.7
in	147.7	147.9
a	147.9	147.9
million	147.9	148.2
years	148.2	148.4
to	148.4	148.8
buy.	148.8	149.1
Cities	152.2	152.7
really	152.7	153.1
beautiful	153.1	153.8
women	153.8	154.2
with	154.2	154.3
these	154.3	154.5
really	154.5	154.8
nothing	154.8	155.2
dies.	155.2	155.7
You	155.7	155.8
could	155.8	156.0
be	156.0	156.0
one	156.0	156.2
of	156.2	156.3
those	156.3	156.3
guys.	156.3	156.5
I'm	162.3	164.8
very,	164.8	165.0
very	165.0	165.2
aware	165.2	165.5
of	165.5	165.5
my	165.5	165.7
tongue.	165.7	166.0
Stand	169.0	169.4
back,	169.4	169.6
everyone	169.6	169.6
incoming,	169.6	170.6
ego	170.6	171.0
shrapnel	171.0	171.5
and	171.5	173.2
I	173.2	173.3
can	173.3	173.5
do	173.5	173.6
this.	173.6	173.8
Gif.	178.9	179.4
Hi.	180.4	180.8
Okay.	180.8	183.1
Next	183.1	183.3
word,	183.3	183.7
would	183.7	184.2
be	184.2	184.5
Chandler.	184.5	186.0
Chandler	187.0	187.6
is	187.6	187.7
my	187.7	187.9
name	187.9	188.2
and	188.2	188.6
I	188.6	191.1
had	191.1	199.1
to	199.1	199.2
say	199.2	199.3
was	199.3	199.6
so	199.6	199.8
would	199.8	200.7
you	200.7	200.8
like	200.8	200.9
to	200.9	201.0
go	201.0	201.1
out	201.1	201.3
with	201.3	201.3
me	201.3	201.4
sometime?	201.4	201.5
Thank	201.5	202.1
you	202.1	202.2
good	202.2	202.4
night.	202.4	202.4
Chandler.	204.4	205.0
What	212.6	213.0
you	213.0	213.1
think?	213.1	213.3
I	215.0	215.3
didn't	215.3	215.6
know	215.6	215.6
you	215.6	215.7
could	215.7	216.1
do.	216.1	216.2
Come	218.3	218.6
on,	218.6	218.9
you	218.9	219.0
guys	219.0	219.3
wasn't	219.3	219.7
that	219.7	219.9
bad?	219.9	220.5
I	220.5	220.6
was	220.6	220.7
just	220.7	220.8
leave	220.8	221.5
that	221.5	222.0
thing.	222.0	222.2
I	222.2	222.3
did	222.3	222.5
with	222.5	222.7
the	222.7	222.8
trolls	222.8	223.4
least.	223.4	223.7
You	223.7	223.8
got	223.8	223.8
to	223.8	224.0
see	224.0	224.0
my	224.0	224.2
head.	224.2	224.6
All	224.6	225.9
right.	225.9	226.2
Her	243.9	244.3
name	244.3	244.5
is	244.5	244.5
Aurora	244.5	244.8
and	244.8	245.3
she's	245.3	245.5
Italian	245.5	245.9
and	245.9	246.1
she	246.1	246.3
pronounces	246.3	246.4
my	246.4	246.8
name	246.8	247.1
Chandler.	247.1	247.9
Google.	266.3	266.9
Did	266.9	267.1
you	267.1	267.1
know	267.1	267.2
down	267.2	267.4
the	267.4	267.5
back?	267.5	267.8
Loved	267.8	268.8
your	268.8	269.0
work.	269.0	269.3
Call	269.3	269.9
me	269.9	270.0
ASAP.	270.0	270.5
It	274.0	274.2
is	274.2	274.3
obviously	274.3	274.7
very	274.7	274.8
moved	274.8	275.7
and	275.7	276.9
you	276.9	277.0
should	277.0	277.2
probably	277.2	277.5
call	277.5	277.9
her	277.9	278.1
fairly	278.1	278.4
quickly.	278.4	278.8
Hi,	287.6	288.0
I'm	288.0	288.2
here	288.2	288.7
to	288.7	288.8
see	288.8	289.0
if	289.0	289.3
spell	289.3	289.7
Leonard	289.7	290.0
Hello.	294.8	295.3
Are	298.1	298.5
you	298.5	298.6
still	298.6	298.9
learning?	298.9	299.0
Take	308.1	308.5
a	308.5	308.6
photo	308.6	308.9
of	308.9	308.9
already	308.9	309.1
darling,	309.1	309.5
but	309.5	312.8
I	312.8	313.0
can't	313.0	313.3
tell	313.3	313.5
you	313.5	313.6
how	313.6	313.7
excited	313.7	313.9
I	313.9	314.5
am.	314.5	314.6
That's	318.7	319.2
what	319.2	319.3
I	319.3	319.4
meant	319.4	319.5
for	319.5	319.8
you	319.8	319.9
mind.	319.9	320.3
If	320.3	320.4
I	320.4	320.5
eat	320.5	320.7
while	320.7	321.1
we	321.1	321.2
talk	321.2	321.2
to	321.2	321.7
you.	321.7	321.8
Do	328.2	328.7
E3.	328.7	330.1
Let	330.1	330.3
me	330.3	330.4
ask	330.4	330.7
you	330.7	330.8
a	330.8	330.9
question.	330.9	330.9
Did	330.9	333.3
you	333.3	333.4
ever	333.4	333.5
see	333.5	333.8
the	333.8	333.9
movie	333.9	334.0
Sleepless	334.0	335.5
in	335.5	335.7
Seattle?	335.7	335.8
The	341.6	342.0
movie.	342.0	342.3
The	342.3	342.4
profitable	342.4	343.0
so	343.0	343.2
happy	343.2	343.5
with	343.5	343.7
each	343.7	343.8
other	343.8	344.2
that's	344.2	344.6
going	344.6	344.9
to	344.9	345.0
be	345.0	345.1
you	345.1	345.3
and	345.3	345.6
me.	345.6	345.9
You	348.0	348.5
want	348.5	348.7
to	348.7	348.8
sign	348.8	349.1
me	349.1	349.3
know,	349.3	350.4
I	350.4	350.8
want	350.8	351.1
to	351.1	351.2
go	351.2	351.3
up	351.3	351.5
on	351.5	351.6
top	351.6	351.8
of	351.8	351.9
the	351.9	352.0
Empire	352.0	352.2
State	352.2	352.8
Building	352.8	353.2
to	353.2	353.3
make	353.3	353.5
out.	353.5	353.9
I	356.8	357.0
want	357.0	357.4
to	357.4	357.5
sign	357.5	357.7
you.	357.7	358.1
I	374.5	374.8
don't	374.8	375.0
see	375.0	375.2
it.	375.2	375.3
I	375.3	375.7
don't	375.7	375.8
see	375.8	376.0
it.	376.0	376.3
Try	379.2	379.6
to	379.6	379.7
look	379.7	379.8
past	379.8	380.1
the	380.1	380.4
book.	380.4	380.8
What's	387.3	388.3
the	388.3	390.0
Statue	390.0	390.4
of	390.4	390.5
Liberty	390.5	390.7
wear?	390.7	391.3
See	393.5	393.7
it	393.7	393.9
now.	393.9	394.0
Right	397.2	399.1
here.	399.1	399.3
Well,	408.0	408.4
I	408.4	408.5
can't	408.5	408.8
believe	408.8	408.9
I've	408.9	409.3
been	409.3	409.3
here	409.3	409.6
almost	409.6	409.7
seven	409.7	410.1
seconds.	410.1	410.6
And	410.6	410.7
you	410.7	410.7
haven't	410.7	410.9
asked	410.9	411.1
me	411.1	411.2
how	411.2	411.3
my	411.3	411.4
date	411.4	411.7
went.	411.7	411.9
And	414.0	414.5
load.	414.5	414.9
It	414.9	416.1
is	416.1	416.3
unbelievable.	416.3	417.3
I've	417.3	417.5
never	417.5	417.5
met	417.5	418.2
anyone	418.2	418.5
like	418.5	418.6
her.	418.6	419.1
She's	419.1	419.2
had	419.2	419.3
the	419.3	419.4
most	419.4	419.6
amazing	419.6	420.0
life.	420.0	420.7
Luckily,	422.8	423.3
none	423.3	423.5
of	423.5	423.6
the	423.6	423.7
bullets.	423.7	424.1
Hit	424.1	424.1
the	424.1	424.3
engine	424.3	424.6
block.	424.6	424.9
So	424.9	425.7
we	425.7	426.7
made	426.7	426.8
it	426.8	427.0
to	427.0	427.0
the	427.0	427.1
Border,	427.1	427.5
but	427.5	428.0
just	428.0	428.3
barely	428.3	428.6
and	428.6	428.8
I	428.8	428.9
I	428.9	429.7
I've	429.7	431.2
been	431.2	431.3
talking	431.3	431.6
about	431.6	432.0
myself.	432.0	432.3
I'm	432.3	433.6
sorry.	433.6	434.0
What	434.0	435.2
about	435.2	435.4
you?	435.4	435.7
Tell	435.7	436.3
me	436.3	436.3
one	436.3	436.5
of	436.5	436.6
your	436.6	436.7
stories	436.7	436.9
once	436.9	438.6
once	438.6	439.8
I	439.8	440.7
got	440.7	440.8
a	440.8	441.0
Subway.	441.0	441.5
And	444.2	444.6
I	444.6	444.6
wrote	444.6	444.8
it	444.8	444.9
all	444.9	445.2
the	445.2	445.4
way	445.4	445.5
to	445.5	445.7
Brooklyn.	445.7	445.9
Just	447.7	448.2
for	448.2	448.3
the	448.3	448.3
hell	448.3	448.5
of	448.5	448.5
it.	448.5	448.6
More	454.1	454.6
or	454.6	454.6
less,	454.6	454.7
all	454.7	455.6
of	455.6	455.8
a	455.8	455.9
sudden	455.9	456.2
we	456.2	456.3
realized	456.3	456.9
we're	456.9	457.1
in	457.1	457.2
Yemen.	457.2	457.7
Me	461.2	461.4
and	461.4	461.6
Rick,	461.6	461.9
who's	461.9	462.5
Rick?	462.5	462.7
Who's	462.7	463.6
Rick?	463.6	463.8
So,	469.2	470.1
you	470.1	470.2
know,	470.2	471.3
Oh,	472.5	472.8
I'm	472.8	473.1
sorry	473.1	473.4
to	473.4	473.6
hear,	473.6	473.7
you're	473.7	474.0
widowed,	474.0	474.4
hopefully.	474.4	475.6
So	480.2	480.6
why	480.6	480.8
tell	480.8	481.0
me,	481.0	481.1
how	481.1	481.3
do	481.3	481.4
you,	481.4	481.4
how	481.4	481.5
do	481.5	481.6
you	481.6	481.7
think	481.7	481.8
your	481.8	482.0
husband	482.0	482.3
feel	482.3	482.6
about	482.6	482.7
you	482.7	483.0
sitting	483.0	483.3
here	483.3	483.4
with	483.4	483.6
me?	483.6	483.7
Sliding	485.0	485.7
your	485.7	485.7
foot	485.7	486.0
so	486.0	486.5
far	486.5	486.6
up	486.6	486.9
my	486.9	487.0
pant	487.0	487.4
leg,	487.4	487.6
you	487.6	487.7
can	487.7	487.9
count	487.9	488.1
the	488.1	488.2
change	488.2	488.3
in	488.3	488.7
my	488.7	488.8
pocket.	488.8	489.0
Ethan,	497.6	498.2
Ethan	498.2	499.8
Ethan	499.8	501.5
is	501.5	502.1
my	502.1	502.3
Boyfriend.	503.8	504.7
What?	504.7	505.4
Joe	508.2	508.6
explains	508.6	509.0
what	509.0	510.2
kind	510.2	510.3
of	510.3	510.4
relationship	510.4	510.6
do	510.6	511.1
you	511.1	511.1
imagine	511.1	511.4
us	511.4	511.6
having	511.6	511.7
if	511.7	512.1
you	512.1	512.3
already	512.3	512.4
have	512.4	512.7
a	512.7	512.7
husband	512.7	513.2
and	513.2	513.3
a	513.3	513.5
boyfriend	513.5	513.7
I	513.7	515.0
suppose	515.0	515.6
many	515.6	516.3
sexual	516.3	516.9
I'm	518.5	521.4
sorry,	521.4	521.7
it	521.7	521.8
didn't	521.8	522.0
work	522.0	522.0
out.	522.0	522.3
What	522.3	523.3
not	523.3	523.5
work	523.5	523.7
out	523.7	523.8
of	523.8	524.1
seeing	524.1	524.2
her	524.2	524.4
again	524.4	524.5
on	524.5	524.6
Thursday.	524.6	525.2
Listen	526.8	527.3
to	527.3	527.3
the	527.3	527.4
story.	527.4	527.6
Didn't	530.2	530.9
you	530.9	531.1
listen	531.1	531.3
to	531.3	531.5
the	531.5	531.7
story	531.7	532.0
with	532.0	532.6
this	532.6	532.7
is	532.7	532.9
Twisted?	532.9	533.3
How	533.3	533.5
could	533.5	533.6
you	533.6	533.7
get	533.7	533.8
involved	533.8	534.1
with	534.1	534.3
a	534.3	534.4
woman	534.4	534.5
like	534.5	534.8
this?	534.8	535.1
But	535.1	535.5
you	535.5	535.6
don't	535.6	535.8
have	535.8	535.9
some	535.9	536.1
trouble,	536.1	536.3
but	536.3	537.1
the	537.1	537.2
way	537.2	537.4
I	537.4	537.5
look	537.5	537.7
at	537.7	537.8
it	537.8	537.9
is	537.9	538.0
I	538.0	538.1
get	538.1	538.3
all	538.3	538.4
the	538.4	538.5
good	538.5	538.6
stuff,	538.6	538.8
all	538.8	539.2
the	539.2	539.3
fun,	539.3	539.8
all	539.8	540.1
the	540.1	540.2
talking	540.2	540.8
on	540.8	541.1
the	541.1	541.3
sex	541.3	541.9
and	541.9	542.9
none	542.9	543.2
of	543.2	543.3
the	543.3	543.4
responsibility.	543.4	543.5
Every	546.2	546.7
guy's	546.7	547.1
fantasy	547.1	547.4
that	547.4	548.5
is	548.5	548.7
not	548.7	549.0
true.	549.0	549.3
What's	549.8	550.0
your	550.0	550.2
fantasy?	550.2	550.4
I	550.4	561.6
couldn't	561.6	562.0
do	562.0	562.1
it	562.1	562.2
for	562.2	562.9
you	562.9	563.1
Joey.	563.1	563.5
When	563.5	564.1
I'm	564.1	564.2
with	564.2	564.4
a	564.4	564.4
woman,	564.4	564.6
I	564.6	565.1
need	565.1	565.3
to	565.3	565.5
know	565.5	565.8
that	565.8	566.3
I'm	566.3	566.5
going	566.5	566.5
out	566.5	566.8
with	566.8	566.9
more	566.9	567.1
people	567.1	567.3
to	567.3	567.5
see	567.5	567.7
it.	567.7	567.9
The	571.2	571.4
guy	571.4	571.6
who	571.6	571.8
had	571.8	571.9
just	571.9	572.0
gotten	572.0	572.4
divorced,	572.4	572.6
it	572.6	573.4
was	573.4	573.5
really	573.5	573.9
hard.	573.9	574.2
His	574.2	574.7
kids	574.7	575.0
like	575.0	575.2
me	575.2	575.3
better	575.3	575.5
than	575.5	575.6
him.	575.6	576.0
What	577.7	578.1
is	578.1	578.2
this	578.2	578.4
have	578.4	578.6
to	578.6	578.7
do	578.7	578.9
with	578.9	579.0
Chandler	579.0	579.3
sing?	579.3	579.7
I	582.6	583.0
didn't	583.0	583.2
have	583.2	583.4
anything	583.4	583.6
on	583.6	583.8
that	583.8	583.9
topic.	583.9	584.3
Do	588.6	588.9
you	588.9	589.1
know	589.1	589.3
monogamy	589.3	590.5
can	590.5	591.1
be	591.1	591.2
a	591.2	591.4
tricky	591.4	592.3
concept.	592.3	593.0
I	593.0	593.1
mean	593.1	593.3
anthropologically	593.3	594.1
speaking.	594.1	594.2
I'm	597.6	598.1
bad	598.1	598.5
now.	598.5	598.7
You'll	598.7	598.9
never	598.9	599.1
know.	599.1	599.3
All	602.5	603.3
right,	603.3	603.7
there's	603.7	604.7
a	604.7	604.8
theory.	604.8	605.2
Put	605.2	605.7
forth	605.7	606.0
by	606.0	606.1
Richard	606.1	606.5
Leakey.	606.5	606.8
Are	618.1	618.4
we	618.4	618.5
greeting	618.5	618.8
each	618.8	619.0
other	619.0	619.2
this	619.2	619.3
way	619.3	619.5
now?	619.5	619.7
Because	619.7	620.0
I	620.0	620.1
like	620.1	620.2
that.	620.2	620.4
I've	625.9	627.5
been	627.5	627.6
used	627.6	627.8
all	627.8	627.9
those	627.9	628.0
attachments	628.0	628.5
on	628.5	628.7
the	628.7	628.7
backyard.	628.7	629.2
Except	629.2	629.5
that	629.5	629.6
round	629.6	630.7
one	630.7	630.8
with	630.8	631.0
the	631.0	631.1
bristles.	631.1	631.5
I	631.5	631.6
don't	631.6	631.7
know	631.7	631.7
what	631.7	631.8
that's	631.8	631.9
for.	631.9	632.2
Oh,	643.0	643.5
I	643.5	645.0
see	645.0	645.8
you	645.8	645.9
moved	645.9	646.2
the	646.2	646.3
green.	646.3	646.5
Ottoman	646.5	647.0
look	647.0	655.4
better	655.4	655.9
there	655.9	656.2
than	656.2	656.9
I	656.9	657.1
and	657.1	657.4
also,	657.4	657.5
it's	657.5	657.8
an	657.8	657.9
extra	657.9	658.2
Stinger	658.2	658.5
on	658.5	658.6
the	658.6	658.7
coffee	658.7	659.0
table.	659.0	659.2
Yeah,	660.4	660.9
it's	660.9	661.2
different	661.2	661.8
state.	661.8	662.2
You	664.1	664.4
know	664.4	664.5
what?	664.5	664.9
Just	664.9	665.5
for	665.5	665.9
fun.	665.9	666.3
Let's	666.3	667.3
see	667.3	667.5
what	667.5	667.8
it	667.8	667.9
looks	667.9	668.1
like	668.1	668.1
in	668.1	668.4
the	668.4	668.4
old	668.4	668.6
spot.	668.6	668.9
It	673.0	675.5
looks	675.5	675.8
good	675.8	676.0
there	676.0	676.2
to	676.2	676.4
just	676.4	677.4
leave	677.4	677.6
it	677.6	677.7
there	677.7	677.8
for	677.8	677.9
a	677.9	678.0
while.	678.0	678.2
Can't	680.0	680.5
wait	680.5	680.7
to	680.7	680.8
try	680.8	680.9
to	680.9	681.0
move	681.0	681.2
the	681.2	681.4
green	681.4	681.6
ottoman.	681.6	682.1
I	683.1	683.8
think	683.8	684.1
I	684.1	684.2
didn't	684.2	684.5
try	684.5	684.5
to	684.5	684.7
find	684.7	685.0
out	685.0	685.1
the	685.1	685.2
magazines.	685.2	685.9
I	685.9	685.9
mean,	685.9	686.0
she'll	686.0	686.2
scratch	686.2	686.5
your	686.5	686.6
eyes	686.6	686.8
right	686.8	687.0
out.	687.0	687.2
Yeah,	690.5	690.8
you	690.8	691.1
are	691.1	691.2
Monica	691.2	691.7
with	691.7	694.3
you.	694.3	694.4
Put	700.8	701.4
on	701.4	701.6
the	701.6	701.7
bear.	701.7	702.2
Oh	702.2	702.5
come	702.5	702.8
on.	702.8	703.0
When	703.0	703.3
we	703.3	703.4
were	703.4	703.5
kids	703.5	703.9
yours	703.9	704.2
was	704.2	704.3
really	704.3	704.5
Raggedy	704.5	704.9
Ann	704.9	705.3
doll.	705.3	705.5
It	705.5	705.6
wasn't	705.6	705.9
raggedy.	705.9	706.4
Hey,	709.3	709.6
so	709.6	710.0
I'm	710.0	710.3
responsible.	710.3	710.8
I'm	710.8	711.2
organized.	711.2	711.9
But	711.9	712.1
hey,	712.1	712.6
I	712.6	712.8
can	712.8	713.1
be	713.1	713.1
a	713.1	713.3
kook.	713.3	713.7
All	716.1	716.5
right,	716.5	716.8
to	716.8	717.0
madcap	717.0	717.8
down.	717.8	718.1
Try	719.9	720.3
to	720.3	720.4
Imagine	720.4	720.6
This.	720.6	720.9
