word	start_time	end_time
just	144.4	146.4
forget	146.4	146.5
about	146.5	146.7
it.	146.7	147.0
School.	152.5	153.0
This	156.9	158.5
is	158.5	158.6
Jim	158.6	158.9
card.	158.9	159.2
Remember	159.2	160.8
I	160.8	162.4
try	162.4	162.5
to	162.5	162.6
go	162.6	162.7
four	162.7	163.0
times	163.0	163.3
a	163.3	163.4
week,	163.4	163.4
but	163.4	163.8
I've	163.8	164.0
missed	164.0	164.3
the	164.3	164.4
last	164.4	164.7
1200	165.8	166.7
*.	166.7	167.1
So	169.3	169.6
why	169.6	169.8
don't	169.8	169.9
you	169.9	170.1
quit?	170.1	170.4
You	171.6	171.9
don't	171.9	172.1
think	172.1	172.2
I've	172.2	172.3
tried.	172.3	172.5
You	175.9	176.3
think	176.3	176.4
I	176.4	176.5
like	176.5	176.8
having	176.8	177.0
$50	177.0	177.8
taken	177.8	178.1
out	178.1	178.2
of	178.2	178.3
my	178.3	178.4
bank	178.4	178.4
account	178.4	178.7
every	178.7	179.0
month.	179.0	179.1
Don't	179.1	180.6
they	180.6	180.8
make	180.8	180.9
you	180.9	181.1
go	181.1	181.2
all	181.2	181.4
the	181.4	181.5
way	181.5	181.6
down	181.6	181.9
there.	181.9	182.3
Can	183.6	184.0
I	184.0	184.1
use	184.1	184.3
all	184.3	184.4
these	184.4	184.5
phrases	184.5	185.2
and	185.2	185.4
happiness,	185.4	186.2
to	186.2	186.2
try	186.2	186.4
to	186.4	186.5
confuse	186.5	186.8
you	186.8	187.1
and	187.1	188.5
then	188.5	188.7
they	188.7	188.9
bring	188.9	189.1
up	189.1	189.2
Maria?	189.2	189.6
Who	191.2	191.6
is	191.6	191.8
Maria	191.8	192.3
Maria.	192.3	192.8
You	195.5	195.9
can't	195.9	196.1
say	196.1	196.2
no	196.2	196.4
to	196.4	196.5
her,	196.5	196.6
she's	196.6	196.9
like	196.9	197.1
this	197.1	197.2
Lycra	197.2	198.0
spandex	198.0	198.2
covered	198.2	199.2
gym,	199.2	199.8
treat.	199.8	200.8
You	200.8	203.7
need	203.7	203.9
me	203.9	204.0
to	204.0	204.1
go	204.1	204.2
down	204.2	204.4
there	204.4	204.5
with	204.5	204.7
you	204.7	205.0
and	205.0	205.2
hold	205.2	205.4
your	205.4	205.6
hand.	205.6	205.8
No,	205.8	206.8
I	206.8	207.6
see.	207.6	207.8
Strong	207.8	208.2
enough	208.2	208.3
to	208.3	208.5
face	208.5	208.6
her	208.6	208.8
alone.	208.8	209.0
You'll	209.0	210.0
have	210.0	210.1
to	210.1	210.3
come.	210.3	210.4
Tribbiani,	216.2	217.2
hold	217.2	218.4
on,	218.4	218.6
I'll	218.6	219.5
get	219.5	219.6
the	219.6	219.7
plunger.	219.7	219.9
U-Haul	223.7	224.4
down	224.4	224.6
pal,	224.6	225.0
they	225.0	225.3
made	225.3	225.6
my	225.6	225.7
friend	225.7	226.0
Rachel	226.0	226.2
cry.	226.2	226.7
So	226.7	227.0
now	227.0	227.2
you	227.2	227.6
can	227.6	227.8
go	227.8	227.9
up	227.9	227.9
there.	227.9	228.2
You're	228.2	228.7
going	228.7	228.7
to	228.7	228.8
apologize	228.8	229.0
to	229.0	229.7
unless	229.7	230.0
you	230.0	230.1
want	230.1	230.1
me	230.1	230.3
to	230.3	230.3
call	230.3	230.5
the	230.5	230.6
landlord	230.6	230.9
and	230.9	231.4
tell	231.4	231.7
him.	231.7	231.7
What	231.7	232.1
if	232.1	232.8
you	232.8	232.9
haven't	232.9	233.1
heard	233.1	233.2
a	233.2	233.3
little	233.3	233.4
something	233.4	233.8
called?	233.8	233.9
Not	233.9	234.2
making	234.2	234.6
girls	234.6	234.9
cry.	234.9	235.0
Yeah,	235.0	235.8
I'll	235.8	236.0
maybe	236.0	236.2
you	236.2	236.3
haven't	236.3	236.5
heard	236.5	236.6
a	236.6	236.8
little	236.8	236.9
something	236.9	237.4
called	237.4	237.5
the	237.5	237.7
rent	237.7	237.9
stabilization	237.9	238.2
act	238.2	238.7
of	238.7	238.8
1968.	238.8	239.9
I	239.9	240.5
have	240.5	240.8
actually	240.8	241.3
not	241.3	241.7
heard	241.7	241.9
of	241.9	242.0
that.	242.0	242.0
Are	244.8	245.8
we	245.8	246.0
your	246.0	246.1
friends	246.1	246.5
are	246.5	246.6
in	246.6	246.6
violation	246.6	246.8
of	246.8	247.2
it.	247.2	247.4
I've	247.4	247.8
been	247.8	247.9
a	247.9	248.0
nice	248.0	248.2
guy	248.2	248.5
up	248.5	248.7
until	248.7	248.9
now,	248.9	249.1
but	249.1	249.4
I	249.4	250.1
don't	250.1	250.3
need	250.3	250.3
this	250.3	250.5
grief.	250.5	250.9
I'm	250.9	251.6
going	251.6	251.6
to	251.6	251.8
call	251.8	252.0
the	252.0	252.1
landlord	252.1	252.3
and	252.3	252.6
tell	252.6	252.8
him	252.8	252.9
that	252.9	253.2
Monica.	253.2	253.5
Is	253.5	253.6
it	253.6	253.7
legally	253.7	254.1
subletting?	254.1	254.5
Her	254.5	254.6
grandmother's	254.6	255.2
apartment,	255.2	255.4
your	255.4	256.9
friends	256.9	257.2
are	257.2	257.2
out	257.2	257.3
of	257.3	257.4
here,	257.4	257.5
pal.	257.5	257.9
But	260.3	260.7
you	260.7	260.8
tell	260.8	261.0
me	261.0	261.1
something,	261.1	261.6
I	261.6	261.7
don't	261.7	261.9
know.	261.9	262.1
He	267.8	268.0
told	268.0	268.3
me	268.3	268.4
I	268.4	268.4
don't	268.4	268.6
have	268.6	268.7
to	268.7	268.9
go	268.9	269.0
to	269.0	269.1
work	269.1	269.2
today,	269.2	269.4
but	269.4	270.2
the	270.2	270.4
matter	270.4	270.7
is,	270.7	272.6
this	272.6	272.7
incredibly	272.7	273.5
gorgeous	273.5	274.0
guy,	274.0	274.6
and	274.6	274.8
every	274.8	275.1
time	275.1	275.3
I	275.3	275.4
see	275.4	275.5
him,	275.5	275.6
I	275.6	275.7
just	275.7	275.8
want	275.8	276.1
to	276.1	276.1
do	276.1	277.0
things	277.0	277.3
to	277.3	277.6
him	277.6	277.7
that	277.7	277.7
I'm	277.7	277.9
not	277.9	278.1
allowed	278.1	278.4
to	278.4	278.5
charge	278.5	278.8
for.	278.8	279.1
Do	282.5	282.9
them	282.9	283.1
for	283.1	283.3
free.	283.3	283.4
No,	283.4	285.8
it	285.8	286.1
is	286.1	286.3
forbidden.	286.3	286.5
No,	288.7	289.1
no.	289.1	289.2
Mrs.	289.9	290.5
Potter	290.5	290.8
fires	290.8	291.3
people	291.3	291.5
for	291.5	291.8
messing	291.8	292.1
around	292.1	292.3
with	292.3	292.5
clients	292.5	292.7
and	292.7	293.8
it's	293.8	293.9
against	293.9	294.2
my	294.2	294.4
oath	294.4	294.6
as	294.6	294.7
a	294.7	294.7
masseuse.	294.7	295.2
They	296.5	296.8
make	296.8	297.0
you	297.0	297.1
take	297.1	297.2
a	297.2	297.4
note.	297.4	297.7
Now,	297.7	298.1
I	298.1	298.2
made	298.2	298.4
myself	298.4	298.6
take	298.6	299.1
one	299.1	299.4
yet.	299.4	300.4
No,	300.4	300.6
fooling	300.6	301.0
around	301.0	301.1
with	301.1	301.4
clients	301.4	301.6
and	301.6	302.6
always	302.6	303.5
be	303.5	303.6
prepared.	303.6	303.8
Yeah,	307.7	308.1
that	308.1	308.2
was	308.2	308.4
actually	308.4	308.7
from	308.7	308.9
the	308.9	309.1
Boy	309.1	309.2
Scouts	309.2	309.4
but	309.4	309.8
it	309.8	309.9
just	309.9	310.0
makes	310.0	310.3
good	310.3	310.4
sense.	310.4	310.5
Why	313.2	313.6
don't	313.6	313.8
you	313.8	313.9
just	313.9	314.0
give	314.0	314.2
them	314.2	314.2
to	314.2	314.3
somebody	314.3	314.5
else?	314.5	314.7
But	322.4	322.8
when	322.8	323.0
you	323.0	323.1
got	323.1	323.1
a	323.1	323.2
pedicure,	323.2	323.4
your	323.4	324.4
feet	324.4	324.7
are	324.7	324.8
all	324.8	324.9
dressed	324.9	325.2
up.	325.2	325.3
Because	327.3	327.7
that's	327.7	328.0
the	328.0	328.1
only	328.1	328.2
part	328.2	328.6
of	328.6	328.8
you,	328.8	328.9
he	328.9	329.1
can	329.1	329.3
see	329.3	329.6
when	329.6	329.9
he's	329.9	330.0
on	330.0	330.2
the	330.2	330.3
tape.	330.3	330.7
Don't	336.3	336.6
know	336.6	336.7
what	336.7	336.8
you're	336.8	336.9
talkin	336.9	337.2
about.	337.2	337.3
Then	340.1	340.5
how	340.5	340.6
do	340.6	340.7
you	340.7	340.8
explain	340.8	341.1
the	341.1	341.4
toe	341.4	341.6
ring?	341.6	341.8
Because	344.9	345.4
it's	345.4	345.6
Arabian	345.6	346.1
princess	346.1	346.4
day	346.4	346.7
at	346.7	346.8
work.	346.8	347.1
Okay,	347.1	347.2
leave	347.2	347.8
me	347.8	347.9
alone.	347.9	348.0
Well	355.7	356.7
I	356.7	356.9
went	356.9	357.5
down	357.5	357.8
there	357.8	357.9
and	357.9	358.1
I	358.1	358.2
told	358.2	358.4
him	358.4	358.6
no	358.6	358.7
one	358.7	358.9
treats	358.9	359.2
my	359.2	359.4
friends	359.4	359.8
like	359.8	360.0
that	360.0	360.2
and	360.2	360.6
you	360.6	360.7
better	360.7	360.9
come	360.9	361.0
up	361.0	361.2
here	361.2	361.3
and	361.3	361.4
apologize.	361.4	361.6
I'll	361.6	362.2
see	362.2	362.3
you	362.3	362.4
later.	362.4	362.6
What	365.1	365.3
do	365.3	365.4
you	365.4	365.5
say?	365.5	365.6
He	367.3	367.6
said	367.6	367.8
he	367.8	367.9
wasn't	367.9	368.2
going	368.2	368.3
to	368.3	368.4
apologize	368.4	369.2
because	369.2	369.4
you	369.4	369.7
guys	369.7	369.9
are	369.9	370.1
living	370.1	370.2
here	370.2	370.4
illegally.	370.4	370.7
So	370.7	371.5
instead	371.5	371.8
we're	371.8	372.1
going	372.1	372.3
to	372.3	372.3
do	372.3	372.5
is,	372.5	372.7
have	372.7	372.9
you	372.9	373.0
evicted?	373.0	373.1
I'll	373.1	373.4
see	373.4	373.4
you	373.4	373.5
later.	373.5	373.7
Do	376.2	376.4
not	376.4	376.7
to	376.7	376.8
go	376.8	376.9
down	376.9	377.2
there.	377.2	377.5
You	377.5	378.1
made	378.1	378.3
Rachel	378.3	378.7
cry,	378.7	379.0
Rachel	379.0	379.7
always	379.7	380.0
cries?	380.0	380.8
You	386.4	386.6
go	386.6	386.8
down	386.8	387.1
there	387.1	387.2
and	387.2	387.4
you	387.4	387.6
suck	387.6	388.0
up	388.0	388.2
to	388.2	388.3
him.	388.3	388.5
I	388.5	389.3
mean,	389.3	389.6
you	389.6	389.7
suck,	389.7	390.2
like,	390.2	390.3
you	390.3	390.6
never	390.6	390.8
sucked.	390.8	391.4
Before	391.4	391.5
aurorans,	391.5	394.1
I'll	394.1	394.5
try,	394.5	394.9
if	394.9	395.9
I	395.9	395.9
can't	395.9	396.4
settle,	396.4	398.7
right?	398.7	399.6
All	399.6	399.8
right,	399.8	399.9
all	399.9	400.0
right.	400.0	400.1
I	400.1	400.4
mean,	400.4	401.5
I'll	401.5	401.6
have	401.6	401.7
to	401.7	401.8
check	401.8	402.0
with	402.0	402.2
him	402.2	402.3
first,	402.3	402.5
but	402.5	402.8
I	402.8	402.8
think	402.8	403.0
you'll	403.0	403.1
be	403.1	403.2
cool.	403.2	403.4
Remember	408.8	411.1
what	411.1	411.3
we	411.3	411.4
talked	411.4	411.8
about?	411.8	411.8
You	411.8	412.2
got	412.2	412.3
to	412.3	412.4
be	412.4	412.5
strong.	412.5	412.7
Yes,	412.7	413.6
yes,	413.6	413.8
one	413.8	415.9
more	415.9	416.0
time.	416.0	417.3
Don't	417.3	417.5
you	417.5	417.8
want	417.8	418.0
to	418.0	418.1
washboard	418.1	418.8
stomach	418.8	419.0
and	419.0	419.5
rock-hard	419.5	420.0
text?	420.0	420.8
No,	420.8	420.9
I	420.9	421.2
want	421.2	421.5
a	421.5	421.6
flabby	421.6	422.0
gotten	422.0	422.4
Shaggy	422.4	422.8
man	422.8	423.1
breast	423.1	423.6
Good,	425.3	425.8
that's	425.8	426.1
good.	426.1	426.1
I	433.2	433.5
want	433.5	433.7
to	433.7	433.8
quit	433.8	433.8
the	433.8	434.0
gym.	434.0	434.3
You	435.3	435.7
want	435.7	435.9
to	435.9	436.0
quit?	436.0	436.1
I	440.5	440.8
want	440.8	441.1
to	441.1	441.2
quit	441.2	441.3
the	441.3	441.5
gym.	441.5	441.8
You	442.9	443.3
do	443.3	443.6
realize	443.6	444.2
you	444.2	444.4
won't	444.4	444.5
have	444.5	444.7
access	444.7	444.9
to	444.9	445.3
our	445.3	445.4
new	445.4	445.6
full-service,	445.6	446.3
Swedish	446.3	446.7
Spa.	446.7	446.9
I	452.9	453.2
want	453.2	453.5
to	453.5	453.6
quit	453.6	453.7
the	453.7	454.0
gym,	454.0	454.3
okay?	454.3	456.3
Dave.	456.3	457.4
And	457.4	457.5
the	457.5	457.6
membership	457.6	458.0
office	458.0	458.3
and	458.3	458.8
quips.	458.8	459.3
Are	461.7	463.1
you	463.1	463.3
a	463.3	463.3
member?	463.3	463.5
No,	466.5	466.9
sorry	466.9	468.5
Members	468.5	468.9
Only.	468.9	469.3
I	472.1	472.4
want	472.4	472.6
to	472.6	472.6
quit	472.6	472.7
the	472.7	472.9
gym.	472.9	473.3
Don't	473.3	474.2
be	474.2	475.4
strong.	475.4	476.1
So	482.3	482.7
are	482.7	483.7
you	483.7	483.9
a	483.9	483.9
member	483.9	484.1
of	484.1	484.3
any	484.3	484.5
gym	484.5	484.8
know	484.8	486.1
and	486.1	486.6
I'm	486.6	486.7
not	486.7	486.7
going	486.7	487.1
to	487.1	487.3
be	487.3	487.4
so	487.4	487.7
you	487.7	487.8
can	487.8	487.9
save	487.9	488.5
your	488.5	488.7
little	488.7	488.8
speech.	488.8	489.3
Okay?	489.3	490.1
No	490.1	490.4
problem.	490.4	490.9
Hi,	495.7	496.1
Aunt,	496.1	496.4
Maria.	496.4	496.7
Wow,	512.5	512.9
you're	512.9	513.6
really	513.6	513.7
pretty	513.7	514.0
feet.	514.0	514.4
Thanks	516.5	517.1
be	517.1	522.1
killing	522.1	522.5
me	522.5	522.6
today.	522.6	522.8
Give	525.1	525.5
me	525.5	525.7
the	525.7	525.8
attic.	525.8	527.6
You	527.6	527.8
mean	527.8	528.0
the	528.0	528.4
tower	528.4	529.9
covered	529.9	530.2
portion?	530.2	530.5
Sure.	533.4	533.8
Ya	533.8	534.3
know	534.3	534.7
I	534.7	534.8
can	534.8	535.0
do	535.0	535.1
that	535.1	535.2
yet	535.2	535.5
because	535.5	535.8
you	535.8	536.6
know	536.6	536.7
usually	536.7	537.0
the	537.0	537.1
mess	537.1	537.3
was	537.3	537.5
in	537.5	537.6
the	537.6	537.7
sciatic	537.7	538.2
area	538.2	538.5
can	538.5	538.8
get	538.8	539.0
you	539.0	539.2
a	539.2	539.2
real	539.2	539.9
nice	539.9	540.4
and	540.4	540.7
tight.	540.7	541.1
Yeah,	545.2	545.5
so	545.5	546.6
I'm	546.6	547.0
tell	547.0	547.2
me	547.2	547.3
Rick.	547.3	547.6
How,	547.6	548.1
how	548.1	548.2
how	548.2	548.3
do	548.3	549.1
you	549.1	549.2
injured	549.2	549.7
the	549.7	550.0
area?	550.0	550.3
No.	565.5	566.4
What?	576.0	576.6
Please	576.6	577.4
don't	577.4	577.6
kick	577.6	577.8
Monica	577.8	578.0
and	578.0	578.3
Rachel	578.3	578.7
out	578.7	578.8
of.	578.8	578.9
This	578.9	579.1
wasn't	579.1	579.3
their	579.3	579.5
fault	579.5	579.6
was	579.6	580.0
mine.	580.0	580.1
You	580.1	580.8
want	580.8	580.9
to	580.9	581.0
get	581.0	581.1
you	581.1	581.2
guys	581.2	581.3
out	581.3	581.6
instead?	581.6	582.1
No,	583.5	583.9
you	583.9	584.1
can't	584.1	584.3
do	584.3	584.4
that	584.4	584.5
with	584.5	585.0
the	585.0	585.0
chicken.	585.0	585.1
The	585.1	585.5
dark	585.5	585.7
live,	585.7	586.0
you	586.0	587.6
have	587.6	587.8
pets.	587.8	588.3
I	596.7	597.1
was	597.1	597.2
that	597.2	597.3
it	597.3	597.4
was	597.4	597.5
the	597.5	597.6
other	597.6	597.8
way	597.8	597.8
around.	597.8	597.9
Come	601.2	601.4
on,	601.4	601.6
man.	601.6	601.9
Just	601.9	602.1
let	602.1	602.4
the	602.4	602.5
girls	602.5	602.8
stay,	602.8	602.9
I'll	602.9	603.6
do	603.6	603.8
whatever	603.8	604.0
you	604.0	604.1
want	604.1	604.3
really?	604.3	605.8
Yeah,	605.8	607.7
yeah,	607.7	607.8
absolutely.	607.8	608.3
Maybe	614.5	615.0
my	615.0	615.2
dancing	615.2	615.6
partner.	615.6	615.7
Prison	619.7	620.9
lingo,	620.9	621.1
is	621.1	621.5
it?	621.5	621.6
Spell.	627.7	628.1
Can	628.1	628.3
you	628.3	628.3
honestly	628.3	628.8
tell	628.8	629.0
me	629.0	629.3
that	629.3	629.4
you're	629.4	629.6
a	629.6	629.7
hundred	629.7	629.8
percent	629.8	630.0
satisfied	630.0	630.6
with	630.6	630.8
your	630.8	630.9
body	630.9	631.1
gym	631.1	640.2
in	640.2	640.3
New	640.3	640.4
York,	640.4	640.8
two	640.8	641.0
years	641.0	641.1
running.	641.1	641.5
Yeah.	650.9	651.3
Really	653.3	654.2
okay.	654.2	655.5
You	657.6	657.9
do	657.9	658.0
want	658.0	658.1
to	658.1	658.2
make	658.2	658.3
your	658.3	658.4
friend	658.4	658.6
work	658.6	658.7
out	658.7	658.8
a	658.8	658.9
loan,	658.9	659.2
do	659.2	659.3
you	659.3	659.4
what	659.4	660.3
friend.	660.3	660.7
