word	start_time	end_time
don't	118.9	120.4
know.	120.4	120.5
Whatever.	120.5	120.7
Dangerous.	124.3	125.1
Oh,	125.1	125.4
I	125.4	125.7
know.	125.7	125.9
You	128.2	128.5
know	128.5	128.7
what?	128.7	129.0
I	129.0	129.7
never	129.7	130.1
would	130.1	130.6
have	130.6	130.6
gotten	130.6	131.0
this	131.0	131.1
if	131.1	131.3
it	131.3	131.5
weren't	131.5	131.6
for	131.6	131.8
you.	131.8	132.1
I	132.1	132.7
love	132.7	137.7
that	137.7	138.2
guy.	138.2	139.5
I	139.5	139.9
love	139.9	140.0
you	140.0	140.1
too	140.1	140.5
a	140.5	140.7
lot	140.7	140.8
but	140.8	141.9
but	141.9	142.0
that	142.0	142.3
guy	142.3	142.7
I	142.7	142.8
am	142.8	143.2
I	143.2	143.3
love	143.3	144.3
that	144.3	144.7
guy.	144.7	145.0
I	150.3	150.6
wish	150.6	150.8
I	150.8	150.8
didn't	150.8	151.0
have	151.0	151.1
to	151.1	151.2
go.	151.2	151.3
Then	153.2	153.6
don't	153.6	154.0
stay	154.0	155.3
here.	155.3	155.6
Just	155.6	156.2
don't	156.2	156.5
go.	156.5	156.8
So	156.8	157.0
soon	157.0	157.3
to	157.3	157.4
London	157.4	157.9
just	157.9	158.0
one	158.0	158.3
more	158.3	158.4
day.	158.4	158.6
One	158.6	159.6
more	159.6	159.8
day,	159.8	160.0
seriously.	160.0	160.9
So	160.9	166.9
then	166.9	167.5
you	167.5	167.6
can	167.6	167.7
stay	167.7	167.9
as	167.9	168.1
long	168.1	168.1
as	168.1	168.4
you	168.4	168.4
want.	168.4	168.6
Church.	170.8	171.3
Oh	172.7	173.2
no.	173.2	173.6
Don't	173.6	173.9
don't,	173.9	174.5
don't	174.5	174.6
start	174.6	175.4
packing	175.4	176.3
tomorrow.	176.3	176.8
How	180.8	181.2
did	181.2	181.3
the	181.3	181.4
UN	181.4	181.7
stand	181.7	182.1
packing	182.1	182.7
to	182.7	185.4
leave	185.4	185.4
it	185.4	185.6
till	185.6	185.8
the	185.8	185.8
last	185.8	185.9
minute?	185.9	186.3
No,	186.3	195.4
no	195.4	195.5
I	195.5	195.8
didn't	195.8	196.1
I	196.1	196.1
didn't	196.1	196.3
want	196.3	196.4
to	196.4	196.4
be	196.4	196.5
that	196.5	196.6
guy.	196.6	197.0
Ho	210.0	210.4
ho,	210.4	210.5
ho.	210.5	210.6
Give	212.9	213.1
me	213.1	213.3
your	213.3	214.1
pants.	214.1	214.6
I	217.7	218.0
do	218.0	218.2
not	218.2	218.3
want	218.3	218.5
to	218.5	218.6
use	218.6	218.8
cost	218.8	219.3
or	219.3	219.5
got	219.5	219.7
like	219.7	219.9
a	219.9	219.9
bunch	219.9	220.2
of	220.2	220.3
maternity	220.3	220.7
stuff.	220.7	221.4
These	221.4	221.8
are	221.8	221.9
so	221.9	222.4
comfortable.	222.4	222.9
Those	226.5	228.6
are,	228.6	228.8
those	228.8	229.3
are	229.3	229.4
Santa	229.4	229.8
pants.	229.8	230.2
Santa	232.2	232.7
pants,	232.7	233.2
Santa	233.2	235.2
Claus	235.2	235.6
as	235.6	235.7
pets.	235.7	236.1
A	239.1	241.0
list	241.0	241.4
of	241.4	241.5
baby	241.5	241.7
names.	241.7	241.8
These	244.1	244.5
things	244.5	244.7
are	244.7	244.9
good	244.9	245.2
and	245.2	245.3
these	245.3	245.6
are	245.6	245.7
bad.	245.7	246.0
oh,	248.6	249.1
Hey,	252.2	252.5
hey	252.5	252.6
sis.	252.6	254.6
How	254.6	256.0
are	256.0	256.1
the	256.1	256.2
elves?	256.2	256.6
How	258.8	259.9
are	259.9	260.3
the?	260.3	260.5
Your	264.6	265.0
clothes	265.0	265.3
are	265.3	265.4
funny.	265.4	265.8
What,	268.2	269.4
what	269.4	269.5
should	269.5	269.9
I	269.9	270.0
wear	270.0	270.1
to	270.1	270.2
a	270.2	270.3
Knicks?	270.3	270.6
Game	270.6	270.7
t-shirt	270.7	272.6
that	272.6	272.6
says	272.6	272.9
I	272.9	273.0
don't	273.0	273.2
belong	273.2	273.5
here.	273.5	273.7
Give	276.1	276.6
Knicks	276.6	276.8
tickets.	276.8	277.0
Yeah,	277.0	277.9
my	277.9	278.1
mom.	278.1	278.2
Got	278.2	278.5
my	278.5	278.6
Dad	278.6	278.9
season	278.9	279.2
tickets	279.2	279.6
in	279.6	279.7
the	279.7	279.8
divorce.	279.8	280.1
So	280.1	280.4
she	280.4	280.5
just	280.5	280.7
gave	280.7	280.9
it	280.9	281.0
to	281.0	281.0
me.	281.0	281.1
Yeah,	281.1	281.8
they're	281.8	282.9
pretty	282.9	283.1
good.	283.1	283.3
C	283.3	283.6
o	283.6	284.3
my	284.3	284.5
God.	284.5	284.7
You	290.6	290.9
guys	290.9	291.0
want	291.0	291.4
to	291.4	291.4
eat?	291.4	291.6
Yeah,	292.6	293.0
I	293.0	293.2
do.	293.2	293.5
Back.	295.8	298.7
Are	302.8	306.8
you	306.8	306.9
serious?	306.9	307.5
You're	307.5	315.2
meaner	315.2	315.6
than	315.6	315.7
I	315.7	315.9
thought.	315.9	316.0
What	318.2	318.6
do	318.6	318.6
you	318.6	318.7
say?	318.7	318.9
Forget	318.9	319.7
it.	319.7	319.8
Okay,	319.8	320.5
I'm	320.5	320.7
not	320.7	320.7
giving	320.7	321.0
up	321.0	321.0
my	321.0	321.2
bachelor	321.2	321.9
pad	321.9	322.2
from	322.2	322.5
some	322.5	322.7
basketball	322.7	323.1
seats.	323.1	323.9
Your	323.9	324.6
bachelor	324.6	325.3
pad.	325.3	325.6
Have	325.6	327.1
you	327.1	327.2
even	327.2	327.4
had	327.4	327.8
a	327.8	327.9
girl	327.9	328.1
up	328.1	328.2
here.	328.2	328.3
No,	330.2	331.7
it's	331.7	333.8
like	333.8	333.9
that	333.9	334.1
Joey	334.1	334.6
has	334.6	335.0
and	335.0	335.3
I	335.3	335.4
usually	335.4	335.6
talk	335.6	335.9
to	335.9	336.1
them	336.1	336.3
in	336.3	336.4
the	336.4	336.5
morning	336.5	336.5
time.	336.5	336.9
Yeah,	339.6	340.0
you	340.0	340.3
do.	340.3	340.6
Just	346.7	349.4
come	349.4	349.6
through.	349.6	349.6
Can	349.6	349.9
I	349.9	350.0
get	350.0	350.1
two	350.1	350.4
cups	350.4	350.7
of	350.7	350.8
Chino,	350.8	351.1
please.	351.1	351.4
Goodwin.	352.5	353.1
Season	355.1	356.2
tickets	356.2	356.7
season	356.7	357.7
tickets.	357.7	357.8
You	357.8	358.4
know	358.4	358.4
what	358.4	358.5
that	358.5	358.6
means?	358.6	359.1
Forget	359.1	359.6
it,	359.6	359.7
okay,	359.7	360.0
I'm	360.0	360.1
not	360.1	360.2
giving	360.2	360.5
up	360.5	360.6
the	360.6	360.8
apartment.	360.8	360.8
When	360.8	362.6
I	362.6	362.6
was	362.6	362.7
a	362.7	362.8
little	362.8	362.9
kid,	362.9	363.1
my	363.1	363.6
dad's	363.6	364.0
company	364.0	364.2
gave	364.2	364.5
season	364.5	364.9
tickets	364.9	365.3
to	365.3	365.4
the	365.4	365.5
number	365.5	365.7
one	365.7	365.9
salesman	365.9	366.3
every	366.3	366.9
year.	366.9	367.1
All	367.1	367.5
right,	367.5	367.7
my	367.7	368.0
dad.	368.0	368.3
Never	368.3	368.8
won.	368.8	369.2
cuz	370.6	371.0
he	371.0	371.0
wasn't	371.0	371.3
in	371.3	371.3
the	371.3	371.4
sales	371.4	371.7
division,	371.7	371.9
but	371.9	372.1
still	372.1	372.4
Hey.	376.6	376.9
Oh	379.2	379.6
my	379.6	380.0
God.	380.0	380.5
We	381.8	382.2
don't	382.2	382.3
make	382.3	382.4
enough	382.4	382.6
money	382.6	382.7
already.	382.7	383.0
Oh	385.2	385.6
yeah.	385.6	385.9
Emily.	385.9	386.7
Convinced	386.7	387.1
me	387.1	387.2
to	387.2	387.2
do	387.2	387.5
it.	387.5	387.5
You	387.5	388.5
do	388.5	388.7
know	388.7	388.9
that	388.9	389.0
Wham	389.0	390.0
broke	390.0	390.2
up.	390.2	390.4
I	394.6	394.9
like	394.9	395.4
it	395.4	395.6
and	395.6	395.7
Emily	395.7	396.1
likes	396.1	396.5
it	396.5	396.6
and	396.6	396.7
that's	396.7	397.0
what	397.0	397.1
counts.	397.1	397.4
So,	399.5	399.8
how	399.8	400.0
are	400.0	401.1
you	401.1	401.3
guys	401.3	401.4
doing?	401.4	401.6
Where	406.4	406.9
is	406.9	406.9
Emily	406.9	407.3
and	407.3	410.7
didn't	410.7	410.9
you	410.9	411.1
just	411.1	411.2
like,	411.2	411.5
just	411.5	411.6
get	411.6	412.1
here.	412.1	412.2
I	412.2	416.8
hate	416.8	417.0
this	417.0	417.2
so	417.2	417.5
much.	417.5	417.6
I	417.6	418.3
mean,	418.3	418.5
every	418.5	418.7
time	418.7	418.9
I	418.9	419.1
go	419.1	419.2
pick	419.2	419.5
her	419.5	419.6
up	419.6	419.7
at	419.7	419.8
the	419.8	419.9
airport.	419.9	420.0
It's	420.0	420.8
it's	420.8	421.1
so	421.1	421.4
great	421.4	421.8
but	421.8	422.5
at	422.5	422.6
the	422.6	422.6
same	422.6	422.9
time	422.9	422.9
I'm	422.9	423.3
thinking,	423.3	423.4
well,	423.4	423.9
I'm	423.9	424.0
going	424.0	424.1
to	424.1	424.2
be	424.2	424.3
right	424.3	424.6
back	424.6	424.8
there	424.8	425.1
and	425.1	425.3
a	425.3	425.3
couple	425.3	425.4
of	425.4	425.7
days	425.7	425.9
dropping	425.9	426.4
her	426.4	426.4
off.	426.4	426.8
So	426.8	427.6
what	427.6	427.8
are	427.8	427.8
you	427.8	427.9
going	427.9	428.0
to	428.0	428.0
do	428.0	428.2
nothing?	428.2	428.8
There's	428.8	429.1
nothing	429.1	429.3
to	429.3	429.7
do	429.7	430.0
and	430.0	430.1
she	430.1	430.4
lives	430.4	430.7
there.	430.7	430.7
I	430.7	431.0
live	431.0	431.3
here.	431.3	431.6
I	431.6	431.8
mean,	431.8	431.9
she	431.9	432.1
said	432.1	432.2
she'd	432.2	432.5
have	432.5	432.6
to	432.6	432.8
move	432.8	433.6
here.	433.6	433.7
She	433.7	434.9
should	434.9	435.2
move	435.2	435.5
here.	435.5	436.1
What?	437.3	437.8
I	437.8	438.9
can	438.9	439.0
ask	439.0	439.2
you	439.2	439.2
to	439.2	439.3
live	439.3	439.6
with	439.6	439.7
me.	439.7	439.8
Are	439.8	440.4
you	440.4	440.5
serious?	440.5	440.8
Why	440.8	441.4
not	441.4	441.7
why	441.7	442.5
not?	442.5	442.6
Because	442.6	443.3
you	443.3	443.4
only	443.4	443.5
known	443.5	443.7
as	443.7	443.8
six	443.8	444.1
weeks,	444.1	444.1
okay,	444.1	444.9
I've	444.9	445.1
got	445.1	445.3
a	445.3	445.3
carton	445.3	445.6
of	445.6	445.6
milk	445.6	445.9
in	445.9	446.0
my	446.0	446.1
refrigerator	446.1	446.4
had	446.4	446.9
a	446.9	447.0
longer	447.0	447.2
relationship	447.2	447.4
with	447.4	448.1
Well,	449.8	450.9
I'm	450.9	451.1
with	451.1	451.3
her.	451.3	451.5
It's	451.5	451.8
it's	451.8	452.0
it's	452.0	452.1
like	452.1	452.6
she	452.6	453.8
brings	453.8	454.1
out	454.1	454.3
this,	454.3	454.5
this,	454.5	454.6
this	454.6	454.8
great	454.8	455.6
side	455.6	456.1
of	456.1	456.2
me.	456.2	456.5
I	456.5	457.3
mean,	457.3	457.5
I	457.5	457.6
love	457.6	458.7
her.	458.7	458.9
You	458.9	459.4
know,	459.4	459.6
and	459.6	460.0
I	460.0	460.2
love	460.2	460.3
the	460.3	460.6
milk.	460.6	461.0
But	462.5	462.9
I'm	462.9	463.0
not	463.0	463.1
going	463.1	463.2
to	463.2	463.3
have	463.3	463.4
some	463.4	463.6
British	463.6	463.9
girl	463.9	464.1
to	464.1	464.2
move	464.2	464.3
in	464.3	464.4
with	464.4	464.6
me.	464.6	464.7
Do	470.5	470.8
you	470.8	471.0
say	471.0	471.2
things	471.2	471.5
now?	471.5	471.7
I	473.9	474.2
love	474.2	474.5
plus.	474.5	474.9
He's	474.9	475.5
right	475.5	475.9
Emily	475.9	476.5
great,	476.5	477.0
she's	477.0	477.6
great	477.6	478.0
but	478.0	478.6
this	478.6	478.8
is	478.8	478.9
way	478.9	479.1
too	479.1	479.2
soon.	479.2	479.8
You're	479.8	480.1
only	480.1	480.2
going	480.2	480.4
to	480.4	480.4
scare	480.4	480.9
I	482.0	482.3
don't	482.3	482.5
want	482.5	482.6
to	482.6	482.6
do	482.6	482.8
that	482.8	483.0
and	483.0	483.2
I	483.2	483.2
know	483.2	483.3
you	483.3	483.8
don't	483.8	484.0
want	484.0	484.0
to	484.0	484.2
wreck	484.2	484.5
it.	484.5	484.6
You	484.6	484.7
want	484.7	484.9
to	484.9	484.9
go	484.9	485.0
too	485.0	485.2
fast?	485.2	485.4
Yeah,	487.2	487.6
I	487.6	487.7
know	487.7	488.0
you're	488.0	488.1
right.	488.1	488.4
I	488.4	488.6
know	488.6	488.9
you're	488.9	489.2
right.	489.2	489.4
I'm	489.4	489.7
not	489.7	490.1
going	490.1	490.4
to	490.4	490.4
do	490.4	490.6
it.	490.6	490.8
Thanks	492.7	493.5
guys.	493.5	493.8
Okay,	493.8	494.4
no	494.4	494.6
problem.	494.6	495.0
Just	495.0	495.5
remember	495.5	495.9
to	495.9	496.0
wake	496.0	496.1
us	496.1	496.3
up	496.3	496.4
at	496.4	496.6
4.	496.6	496.7
You	496.7	496.8
go,	496.8	497.0
go.	497.0	497.1
You	509.6	509.8
are	509.8	510.1
too	510.1	510.4
hard.	510.4	510.6
Re	513.0	513.5
boys	513.5	513.7
last	513.7	514.6
chance	514.6	515.0
for	515.0	515.0
the	515.0	515.1
tickets.	515.1	515.6
Otherwise	515.6	516.3
I	516.3	516.6
give	516.6	516.9
them	516.9	517.1
to	517.1	517.2
my	517.2	517.4
new	517.4	517.6
boyfriend,	517.6	518.1
Joshua.	518.1	518.7
No,	521.1	521.5
thank	521.5	521.8
you.	521.8	521.9
Wait,	522.9	523.4
wait,	523.4	523.5
wait,	523.5	523.5
wait,	523.5	523.8
wait.	523.8	524.0
Come	524.0	524.6
on.	524.6	524.7
Come	524.7	525.0
on.	525.0	525.1
Let's	525.1	525.5
trade	525.5	526.0
the	526.0	526.6
timing.	526.6	526.9
Perfect.	526.9	527.4
I	527.4	527.5
just	527.5	527.6
clogged	527.6	528.0
the	528.0	528.0
toilet.	528.0	528.1
I	531.8	532.4
want	532.4	532.6
those	532.6	532.7
basketball	532.7	533.2
seeds,	533.2	533.4
much	533.4	533.6
as	533.6	533.8
you	533.8	533.9
do.	533.9	534.2
Okay.	534.2	534.6
But	534.6	535.0
we	535.0	535.1
can't	535.1	535.3
live	535.3	535.5
in	535.5	535.6
a	535.6	535.7
small	535.7	535.9
apartment	535.9	536.0
after	536.0	536.5
we've	536.5	536.6
lived	536.6	536.8
here.	536.8	536.9
Did	536.9	537.6
you	537.6	537.6
ever	537.6	537.8
read	537.8	538.0
Flowers	538.0	538.4
for	538.4	538.5
Algernon?	538.5	538.7
Did	541.1	541.5
you	541.5	541.6
ever	541.6	541.7
read	541.7	541.9
Sports	541.9	542.2
Illustrated?	542.2	542.4
No,	545.1	545.5
I	545.5	545.7
didn't	545.7	545.9
read	545.9	546.1
yours	546.1	546.5
or	546.5	547.4
we	547.4	547.8
can	547.8	548.0
go	548.0	548.1
to	548.1	548.2
the	548.2	548.2
game	548.2	548.4
tonight.	548.4	548.6
Only	548.6	549.7
way	549.7	550.0
I	550.0	550.2
will	550.2	550.4
even	550.4	550.6
consider	550.6	550.7
this	550.7	551.3
as	551.3	551.8
if	551.8	552.0
they	552.0	552.1
offer	552.1	552.4
a	552.4	552.4
lot	552.4	552.8
more	552.8	553.0
than	553.0	553.1
just	553.1	553.2
season	553.2	553.8
seats.	553.8	554.1
I	561.9	562.2
didn't	562.2	562.5
mean	562.5	562.7
that.	562.7	563.0
I	564.2	564.3
just	564.3	564.6
meant	564.6	564.8
that	564.8	564.9
the	564.9	565.0
apartment	565.0	565.5
is	565.5	565.6
worth	565.6	565.9
so	565.9	566.2
much	566.2	566.4
more.	566.4	566.7
And	568.6	572.1
the	572.1	572.1
Knicks	572.1	572.4
rule.	572.4	572.8
Hey	575.9	576.2
so	576.2	576.7
are	576.7	577.3
you	577.3	577.4
going	577.4	577.5
to	577.5	577.5
do	577.5	577.7
it?	577.7	577.9
No,	579.0	579.4
no,	579.4	579.5
we're	579.5	580.3
not	580.3	580.4
going	580.4	580.5
to	580.5	580.7
do	580.7	580.7
that.	580.7	580.8
You	580.8	581.0
know	581.0	581.0
why?	581.0	581.3
Because	581.3	581.4
it's	581.4	581.6
not	581.6	581.8
an	581.8	581.8
even	581.8	582.1
trade.	582.1	582.2
Let	588.8	589.1
me	589.1	589.3
finish	589.3	589.7
talking	589.7	590.5
about	590.5	590.6
a	590.6	590.8
bet	590.8	591.1
winner-takes-all.	591.1	592.0
I'm	598.3	598.7
so	598.7	598.8
what	598.8	598.9
do	598.9	599.0
you	599.0	599.0
say?	599.0	599.2
On	605.4	606.1
man,	606.1	606.5
you	606.5	607.0
know,	607.0	607.1
I	607.1	607.2
do	607.2	607.4
it	607.4	607.5
for	607.5	607.7
you	607.7	607.8
because	607.8	609.0
you're	609.0	609.2
my	609.2	609.4
best	609.4	609.5
friend.	609.5	609.9
All	611.8	612.2
right,	612.2	612.4
but	612.4	612.6
you	612.6	612.6
can't	612.6	613.1
use	613.1	613.2
that	613.2	613.4
again	613.4	613.9
for	613.9	614.0
a	614.0	614.1
whole	614.1	614.2
year.	614.2	614.4
I	616.3	616.6
meant.	616.6	617.0
We	622.9	623.1
should	623.1	623.3
let	623.3	623.4
Stevie	623.4	623.7
decide	623.7	624.1
because	624.1	624.2
she's	624.2	624.5
the	624.5	624.6
only	624.6	624.7
one	624.7	625.0
who's	625.0	625.3
in	625.3	625.4
partial	625.4	625.9
and	625.9	626.0
she's	626.0	626.4
so	626.4	626.6
pretty.	626.6	627.0
OK,	633.5	633.8
Google	633.8	634.2
What's	635.1	635.6
the	635.6	635.6
name?	635.6	635.8
What's	635.8	636.0
the	636.0	636.0
name?	636.0	637.6
It	641.5	642.0
doesn't	642.0	642.3
have	642.3	642.4
a	642.4	642.5
name.	642.5	642.5
Okay.	644.3	644.8
